enhancer	FC	p	diff_fdr
chr3:193983162-193983541	4.079378814	0.032588898	0.095124148
chr8:128257606-128258262	2.575513954	0.032605502	0.095124148
chr21:17672058-17672352	0.450567567	0.032632236	0.095151122
chr6:170449336-170449548	0.566851066	0.032657577	0.095158264
chr20:35603526-35603817	1.529026773	0.032669663	0.095158264
chr16:405208-405433	1.597439446	0.032716452	0.095243562
chr1:234977482-234978011	8.386344608	0.032753975	0.095301808
chr9:4366732-4366922	2.983310616	0.032932947	0.095771332
chr5:6829602-6829957	4.299728068	0.033017767	0.095966705
chr20:21496280-21496657	Inf	0.033122543	0.096219837
chr4:3936686-3936855	1.773540041	0.033185467	0.096351187
chr9:103929326-103929494	2.583296856	0.033219908	0.096355517
chr6:134845573-134845660	0.75821725	0.033235152	0.096355517
chr10:129704108-129704655	2.626497325	0.033240086	0.096355517
chr6:109562596-109562789	10.17920282	0.033262158	0.096368159
chr4:83383009-83383387	1.456284589	0.033308896	0.09645221
chr19:3503082-3503292	2.63412189	0.033330455	0.096463301
chr21:28796596-28796902	0.556526888	0.03346529	0.096802043
chr8:125764120-125764533	5.116833918	0.033511764	0.096860716
chr11:125665065-125665247	3.253422253	0.033521178	0.096860716
chr10:6051095-6051553	0.558408544	0.03360146	0.096996543
chr11:1043654-1043838	0.454938177	0.033603838	0.096996543
chr6:159284894-159285253	1.954826721	0.033724147	0.097292198
chr1:235668656-235669018	1.270246308	0.033833417	0.097555708
chr8:130704918-130705264	3.376547666	0.034042527	0.098106667
chr8:128196669-128197128	3.092711739	0.034151056	0.098367336
chr1:14847084-14847328	7.258326587	0.034174173	0.098381839
chr3:134182898-134183261	0.45177842	0.034216942	0.098452871
chr7:157294785-157294882	4.090071288	0.034260814	0.098527004
chr9:132223086-132223659	1.247266612	0.034291911	0.098564336
chr22:30579877-30580163	0.459090787	0.034485874	0.099055265
chr16:13711555-13711851	3.119603883	0.034499123	0.099055265
chr6:169343312-169344112	3.906990612	0.034831656	0.099957301
chrX:73237406-73237798	0.7148533	0.034869429	0.100012948
chr5:157156902-157157206	2.34267461	0.034891191	0.100022641
chr14:95065322-95065753	1.948909547	0.034940151	0.100110249
chr22:37731445-37731637	5.64680511	0.035008217	0.100252478
chr5:176330386-176330599	0.75462948	0.035104786	0.100476139
chr14:35802308-35802726	2.01703273	0.035264627	0.100880565
chr20:60956743-60957219	1.988721647	0.035340259	0.1010438
chr12:54372759-54373189	2.637036167	0.035389667	0.101131923
chr10:134208745-134209013	2.4862386	0.035424412	0.101178072
chr22:29206791-29206989	0.606547816	0.035498892	0.101291557
chr7:41749009-41749672	1.930860567	0.035501378	0.101291557
chr14:38054173-38054544	1.640739764	0.035569394	0.101432429
chr7:40580986-40581112	5.024128278	0.035626778	0.10154285
chr12:46804431-46804731	2.968323199	0.035661902	0.101589742
chr10:9058876-9059174	49.80340008	0.035767354	0.101801129
chr4:38567143-38567404	2.707929651	0.035773527	0.101801129
chr17:17743258-17743857	2.443667355	0.035905103	0.102122145
chr9:137348030-137348540	2.613167327	0.035992376	0.102316885
chr11:134509789-134510106	4.110638759	0.036168008	0.102762472
chr7:137544616-137544738	0.627738574	0.036243626	0.102923575
chr12:12185852-12185959	0.54128189	0.036301684	0.103034671
chr7:1017371-1017727	1.86328658	0.036341122	0.103092829
chr16:85343472-85343805	2.460920917	0.036369746	0.103120263
chr7:40867151-40867518	2.620440084	0.036400601	0.103153995
chr21:29765694-29766009	3.003599236	0.036536732	0.10348587
chr22:39650923-39651173	2.037818698	0.036564613	0.103510958
chr10:30818244-30819051	1.879082162	0.036649271	0.103696664
chr5:10562652-10562841	0.453491438	0.036678845	0.103726402
chr20:49099357-49099539	1.995578334	0.0367268	0.103808062
chr2:237073092-237073409	2.661483845	0.03679133	0.103936464
chr9:140200723-140200951	1.703012361	0.036934588	0.104287024
chrX:62772082-62772285	5.820127367	0.037052373	0.104558281
chr16:30690514-30690886	1.827680764	0.037073046	0.104558281
chr18:55474402-55474444	1.244238827	0.037088308	0.104558281
chr16:3309979-3310124	4.298436179	0.03718086	0.104764919
chr14:103726827-103727460	2.296560058	0.037263659	0.104908328
chr8:116988617-116988643	6.86336625	0.037270317	0.104908328
chr4:14809578-14809765	8.052425247	0.037294263	0.104921449
chr4:5034935-5035238	0.530181155	0.037333729	0.104978202
chr5:53990-54174	2.355543293	0.037532189	0.105439125
chr6:170461603-170461884	5.661752074	0.037536406	0.105439125
chr9:132249112-132249430	1.685888869	0.037642871	0.10567385
chr7:45595486-45595825	10.61512793	0.037676765	0.10567385
chr7:16961680-16961908	2.378686846	0.037678234	0.10567385
chr9:139595835-139596071	0.378143041	0.037843822	0.106083583
chr1:234978594-234979177	7.64400968	0.037939106	0.106295919
chr8:69961345-69961578	4.22684121	0.03812862	0.106771911
chrX:9978783-9979047	1.6517631	0.038228431	0.106948868
chrX:13103747-13104137	7.509101359	0.038231125	0.106948868
chr8:59713339-59713715	3.739784885	0.038373171	0.107291071
chr8:129121216-129121486	8.808305739	0.038428632	0.107390954
chr21:16796519-16796652	3.575852142	0.038457886	0.107417534
chr5:5340490-5340721	1.758198904	0.038527681	0.107557267
chr6:170463024-170463652	3.217564856	0.038554361	0.107576553
chr7:106065261-106066901	0.556094086	0.038680955	0.107874463
chr18:77616666-77616803	3.770370852	0.038754071	0.107980679
chr12:25537800-25538060	2.019121128	0.038765167	0.107980679
chr4:86395219-86395452	0.38987359	0.038796659	0.107980679
chr7:93926616-93927074	1.31771462	0.038798424	0.107980679
chr7:17402534-17402650	2.252025989	0.039081975	0.108689815
chr7:77316787-77316835	1.573472535	0.039093176	0.108689815
chr6:170452843-170452974	0.761797338	0.039142274	0.108759558
chr11:2238005-2238048	Inf	0.039158238	0.108759558
chr1:247540028-247540387	0.794618725	0.039220172	0.108875999
chr22:51109040-51109307	0.616836327	0.039260242	0.108931655
chr9:114792518-114792641	0.764325724	0.039517613	0.109589875
chr1:8300045-8300389	1.882309107	0.039617582	0.109811139
chr12:52399570-52399970	1.326914174	0.039734256	0.110078456
chr8:128308850-128309232	3.554101962	0.039834406	0.110299747
chr10:32438322-32438553	0.432484071	0.03986015	0.110314892
chr7:129609674-129609888	2.545984315	0.03996018	0.110511028
chr3:150482569-150482635	2.211984783	0.040003769	0.110511028
chr11:1285805-1285940	0.622488025	0.040005628	0.110511028
chr5:158938695-158938959	6.474698751	0.040021159	0.110511028
chr8:103613012-103613469	3.697533988	0.040032574	0.110511028
chr1:15762061-15762268	0.509869158	0.040105482	0.110656149
chr8:101486265-101486558	3.181955492	0.040189408	0.11083151
chr16:19103583-19103758	1.886100272	0.040303916	0.111090985
chr1:234852227-234852379	1.818629822	0.040411948	0.111332359
chr4:6909761-6910075	2.330880502	0.040644728	0.111916986
chr1:235242252-235242564	2.449983714	0.040729472	0.112093606
chr6:133057339-133057671	0.368112398	0.040968857	0.112695424
chr16:31264985-31265278	0.406847239	0.041049443	0.112860041
chr12:56132069-56132385	0.292862526	0.041123698	0.11300709
chr18:7272300-7272454	0.533930837	0.041450884	0.113848694
chr5:180600516-180600767	1.690115937	0.041491209	0.113901952
chr6:140929042-140929323	0.758679421	0.041566236	0.114050372
chr7:39661947-39662014	1.585132479	0.041589415	0.114056456
chr1:248018586-248018745	3.175031055	0.041645248	0.114152037
chr8:54414943-54415096	0.58006071	0.041693925	0.114227918
chr8:101431382-101431773	6.108022023	0.041733296	0.11427824
chr14:22898076-22898384	3.748489027	0.04183678	0.114503985
chr16:85522483-85522579	2.892262879	0.041899156	0.114617047
chr7:36776109-36776821	0.528925377	0.042182134	0.115313844
chr20:55379556-55380011	0.561817976	0.042196262	0.115313844
chr14:23367708-23367835	1.206775633	0.042269712	0.115456578
chr20:290672-290826	1.489612908	0.042367442	0.115665455
chr3:150643259-150643433	26.09375433	0.042470518	0.11588871
chr8:97272793-97273157	1.40406816	0.042576195	0.116118835
chr22:32869636-32869823	0.663911715	0.042709373	0.116422095
chr20:61506279-61506510	2.174198733	0.042730183	0.116422095
chr4:185205400-185205552	1.935298689	0.042777116	0.11643987
chr8:125210059-125210285	4.031897618	0.042779508	0.11643987
chr12:52512288-52512603	2.6020411	0.042900462	0.116710708
chr16:3221173-3221513	19.65263019	0.04303114	0.116996759
chr16:2478608-2478672	1.65473267	0.043048615	0.116996759
chr8:61825257-61825601	2.42125738	0.043075502	0.117011385
chr6:138150613-138151141	0.641275134	0.043105731	0.117035072
chr8:129204780-129204979	3.645696329	0.043140274	0.117070439
chr4:169972077-169972354	2.263024051	0.043449784	0.117851582
chr5:60930420-60930711	0.354162107	0.043547592	0.118026423
chr16:2518760-2519270	2.702191905	0.043557628	0.118026423
chr10:6339022-6339139	3.164645362	0.043706427	0.118370666
chr16:30831973-30832104	0.626144291	0.043859585	0.118726369
chr16:79616815-79617153	0.584930779	0.043893348	0.11875868
chr7:90518-90816	0.388228105	0.043959501	0.118823928
chr9:14958123-14958476	0.566949561	0.043961141	0.118823928
chr17:16438910-16439232	0.707326155	0.044117481	0.119187296
chr22:35983528-35983815	2.041719922	0.044423228	0.119953739
chrX:74958533-74958836	0.780701005	0.044550911	0.120120162
chr10:9139521-9139818	206.4102754	0.044559441	0.120120162
chr4:188403012-188403193	0.440244244	0.044567415	0.120120162
chr3:176133548-176133972	3.274505365	0.044589021	0.120120162
chr2:238136450-238136659	0.484935078	0.044595245	0.120120162
chr10:21816987-21817223	1.925384518	0.044641075	0.120184112
chr8:127124018-127124391	39.45936445	0.044678036	0.120224132
chr1:8154517-8154933	0.561347919	0.044771895	0.120417142
chr1:234987212-234987644	3.622364722	0.044824776	0.120467675
chr3:149104739-149105065	1.737859617	0.044834964	0.120467675
chr14:24861663-24861718	4.319118839	0.045063735	0.121022598
chr8:59714074-59714335	2.362085955	0.045162276	0.121227401
chr20:25838960-25839094	1.979907967	0.045221978	0.121289695
chr1:246862505-246862699	2.185290463	0.045230066	0.121289695
chr4:7962509-7962775	0.661386387	0.045340781	0.121526693
chr3:132261870-132262263	0.626991389	0.045484773	0.12185261
chr22:46374166-46374684	2.189464074	0.045518119	0.121881932
chr5:172200337-172200842	0.541545168	0.04586764	0.122757416
chr20:48869312-48869682	5.632024511	0.045909151	0.122808108
chr1:1014834-1015095	1.722245462	0.046198519	0.123521445
chr14:38052956-38053419	1.72878537	0.04628199	0.123683845
chr7:104603312-104603563	0.569483618	0.046375243	0.123872214
chr19:4634649-4634985	1.884065907	0.046421139	0.123915687
chrX:125406399-125406559	13.33530169	0.046437068	0.123915687
chr8:142046833-142047172	0.462591946	0.046482587	0.123976351
chr21:45274569-45274778	2.852739636	0.046512734	0.123995975
chr10:32038223-32038549	1.847875304	0.046583378	0.124123486
chr19:4541647-4541771	1.887205081	0.046641987	0.124218821
chr5:1555263-1555850	3.166536368	0.046769767	0.12449819
chr5:53922386-53922568	0.5686651	0.046861909	0.124604244
chr6:122253904-122254092	22.490829	0.046876527	0.124604244
chr16:63294066-63294457	0.594133226	0.04689229	0.124604244
chr7:139930411-139930852	5.490998277	0.046907562	0.124604244
chr22:30440424-30440670	0.743251289	0.046924113	0.124604244
chr8:128926432-128926732	3.355537392	0.046978463	0.124687716
chr8:126959086-126959931	1.532818759	0.047200975	0.125217214
chr7:150520183-150520563	0.712053832	0.047334448	0.125496796
chr1:234980393-234980645	3.422034851	0.047352494	0.125496796
chr19:2059605-2060167	1.405972172	0.047414263	0.12559932
chr1:8254637-8254907	0.449441695	0.047552395	0.125878713
chr22:20142939-20143182	0.6317314	0.047566005	0.125878713
chr10:43471158-43471309	2.139718365	0.047595401	0.125895273
chr1:226263544-226263865	0.515984986	0.047883238	0.126595092
chr14:35805683-35806194	1.327520623	0.048071596	0.127031352
chr3:138323121-138323298	1.691859226	0.048154381	0.127168628
chr8:1736486-1736690	0.764613315	0.048170289	0.127168628
chr22:50327213-50327243	1.297388186	0.048215468	0.127187703
chr5:173492049-173492420	1.627042938	0.048247327	0.127187703
chr6:14452907-14453346	2.895391104	0.048247642	0.127187703
chr5:14666216-14666664	3.240926264	0.048339927	0.127204171
chr1:26909250-26909546	0.574999709	0.048352712	0.127204171
chr1:2135885-2136186	0.707722299	0.048359575	0.127204171
chr6:109011028-109011405	0.584148437	0.048360523	0.127204171
chr6:163817744-163818245	0.620566037	0.048370783	0.127204171
chr1:234990485-234990617	3.815186232	0.04845425	0.127318162
chr22:27107290-27107513	4.182194309	0.048460929	0.127318162
chr22:43072276-43072640	0.627447494	0.048510471	0.127386812
chr18:18512291-18512341	3.852791155	0.048571529	0.127455439
chr16:85471045-85471389	3.719986459	0.048589721	0.127455439
chr1:233856724-233857076	4.254557444	0.048606881	0.127455439
chr2:232507409-232507767	0.443081451	0.048652852	0.12748331
chr15:99995215-99995527	1.418046975	0.04866437	0.12748331
chr7:36550737-36551043	0.830772691	0.048924067	0.128101948
chr14:91696123-91696361	0.728398636	0.048960686	0.128136168
chr14:98174056-98174277	1.815289721	0.049061848	0.12833919
chr4:184270201-184270461	1.97540511	0.04914352	0.128491058
chr11:119454963-119455433	1.584423279	0.049215806	0.128618251
chr9:134128008-134128436	2.817181386	0.049250451	0.128647001
chr6:109100819-109101213	0.662985482	0.049365741	0.128861477
chr8:130702467-130702491	3.428749444	0.049379926	0.128861477
chr6:113975639-113976185	0.233886248	0.049425018	0.128917318
chr8:132868655-132869774	2.511031213	0.049461144	0.128949728
chr8:128923296-128923609	4.194663527	0.049697136	0.129487571
chr4:75554137-75554451	0.457472934	0.049715041	0.129487571
chr8:128353206-128353555	4.299068696	0.049848241	0.129757743
chr2:235336071-235336661	3.547161055	0.049883685	0.129757743
chr21:46488937-46489238	0.679837061	0.049890314	0.129757743
chr10:134266616-134267060	2.182821098	0.049993438	0.129963831
chr9:131936354-131936600	1.943989734	0.050223899	0.130500588
chr1:236135691-236135959	0.557656095	0.050309131	0.130591461
chr8:21867707-21867918	0.573076909	0.050320791	0.130591461
chr4:185209648-185210113	1.650638256	0.050330875	0.130591461
chr6:107216864-107217098	3.811543642	0.050402088	0.130684683
chr3:197190389-197190580	4.32072389	0.050414841	0.130684683
chr18:2516331-2516615	0.539456707	0.050599791	0.131101317
chr3:177383116-177383499	3.57873319	0.050623758	0.131101317
chr20:19796265-19796476	2.163886008	0.050708579	0.131221977
chr6:138509527-138509629	19.95570821	0.050718584	0.131221977
chr11:6699628-6699937	1.181909007	0.050911119	0.13165751
chr10:134826942-134827305	1.886647729	0.051043022	0.131935905
chr20:48922474-48922671	3.52726065	0.051169758	0.132174992
chr16:73158236-73158440	1.953302168	0.051204584	0.132174992
chr3:151486383-151486557	0.641821743	0.051246821	0.132174992
chr8:41445863-41446158	5.09917926	0.051270897	0.132174992
chr6:159476148-159476442	2.279625938	0.051271729	0.132174992
chrX:134138094-134138444	5.717710181	0.051309199	0.132174992
chr8:129076309-129076777	4.584815708	0.051341602	0.132174992
chr6:110360700-110361043	1.670820029	0.05137211	0.132174992
chr1:235670460-235670632	4.491976617	0.051385435	0.132174992
chr1:16007283-16007579	0.401451433	0.051439806	0.132174992
chr5:172915268-172915394	4.67319777	0.051441961	0.132174992
chr8:127574722-127575027	6.697931183	0.05146863	0.132174992
chr8:128259400-128259918	4.87154341	0.0514941	0.132174992
chr20:35616902-35617278	1.447897322	0.05149643	0.132174992
chr14:25131991-25132384	2.852374412	0.051499905	0.132174992
chr8:128265922-128266338	6.209503159	0.051533338	0.132198441
chr22:43178512-43178746	4.149408058	0.051640692	0.132411406
chr6:138552516-138552583	11.01860543	0.051689942	0.13241948
chr8:29213594-29213602	1.985291372	0.051692515	0.13241948
chr6:14875420-14876058	2.4460684	0.051802	0.132637497
chr20:25218471-25218756	0.589745864	0.051999478	0.133080508
chr11:14436782-14437066	0.57910596	0.052098843	0.133272122
chr14:92970203-92970533	0.514526244	0.052142815	0.133311307
chr6:12288471-12288892	0.75404859	0.052163163	0.133311307
chr22:47145245-47145535	2.15513391	0.052201216	0.133345924
chr12:3420231-3420354	2.092983501	0.052287676	0.133504103
chr8:128821272-128821652	2.93946584	0.052324933	0.133520434
chr2:232256793-232257091	0.756728101	0.052343151	0.133520434
chrX:139858514-139858763	0.540842426	0.052413622	0.133607911
chr18:20272481-20272650	0.54733999	0.052440578	0.133607911
chrY:13254353-13254589	0.504528648	0.052451111	0.133607911
chr14:38523640-38523657	2.143240119	0.052542241	0.133777414
chr5:190691-190901	2.194822872	0.052642132	0.133969055
chr14:105368048-105368162	0.487853065	0.052672096	0.133982642
chr8:128744100-128744550	2.140307109	0.052835259	0.134334881
chr9:110109718-110109795	0.586137236	0.052875696	0.134374901
