node	attribute
n-ethyl-n-isopropyl-3-methyl-5-{[(2s)-2-(pyridin-4-ylamino)propyl]oxy}benzamide	drug
5-[4-(dimethylamino)phenyl]-6-[(6-morpholin-4-ylpyridin-3-yl)ethynyl]pyrimidin-4-amine	drug
n~3~-benzylpyridine-2,3-diamine	drug
n~3~-(3-pyridin-3-ylbenzyl)pyridine-2,3-diamine	drug
(3r)-4,4-difluoro-3-[(4-methoxyphenyl)sulfonyl]butanoic acid	drug
bms-564929	drug
n-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide	drug
5-[3-(benzylamino)phenyl]-4-bromo-3-(carboxymethoxy)thiophene-2-carboxylic acid	drug
4-(2-amino-1,3-thiazol-4-yl)phenol	drug
3-fluoro-4-[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid	drug
2-[(7-hydroxy-naphthalen-1-yl)-oxalyl-amino]-benzoic acid	drug
5,6-diphenyl-n-(2-piperazin-1-ylethyl)furo[2,3-d]pyrimidin-4-amine	drug
3-(carboxymethoxy)thieno[2,3-b]pyridine-2-carboxylic acid	drug
4-methyl-pentanoic acid {1-[4-guanidino-1-(thiazole-2-carbonyl)-butylcarbamoyl]-2-methyl-propyl}-amide	drug
2-(1h-imidazol-1-yl)-9-methoxy-8-(2-methoxyethoxy)benzo[c][2,7]naphthyridin-4-amine	drug
9(s)-hode	drug
n~3~-[3-(5-methoxypyridin-3-yl)benzyl]pyridine-2,3-diamine	drug
ethyl 4-[(4-chloropyridin-2-yl)amino]piperidine-1-carboxylate	drug
n-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide	drug
5-bromo-2-{[(4-chlorophenyl)sulfonyl]amino}benzoic acid	drug
(5s)-2-{[(1s)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5h)-one	drug
18-chloro-11,12,13,14-tetrahydro-1h,10h-8,4-(azeno)-9,15,1,3,6-benzodioxatriazacycloheptadecin-2-one	drug
2,5-dichloro-n-(5-chloro-1,3-benzoxazol-2-yl)benzenesulfonamide	drug
5-methyl-2-[(phenylsulfonyl)amino]benzoic acid	drug
1-(5-chloro-2,4-dimethoxyphenyl)-3-(5-cyanopyrazin-2-yl)urea	drug
n-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-n-cyclopropyl-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide	drug
(3e)-3-[(phenylamino)methylidene]dihydrofuran-2(3h)-one	drug
n-[2-(4-amino-5,8-difluoro-1,2-dihydroquinazolin-2-yl)ethyl]-3-furamide	drug
6-(3-bromo-2-naphthyl)-1,3,5-triazine-2,4-diamine	drug
4-(6-{[(4-methylcyclohexyl)amino]methyl}-1,4-dihydroindeno[1,2-c]pyrazol-3-yl)benzoic acid	drug
2,5-dichloro-n-[5-methoxy-7-(6-methoxypyridin-3-yl)-1,3-benzoxazol-2-yl]benzenesulfonamide	drug
2-[(phenylsulfonyl)amino]-5,6,7,8-tetrahydronaphthalene-1-carboxylic acid	drug
2-[({2-[(1z)-3-(dimethylamino)prop-1-enyl]-4-fluorophenyl}sulfonyl)amino]-5,6,7,8-tetrahydronaphthalene-1-carboxylic acid	drug
3-({2-[(2-amino-6-methylpyrimidin-4-yl)ethynyl]benzyl}amino)-1,3-oxazol-2(3h)-one	drug
n-[(2-amino-6-methylpyrimidin-4-yl)methyl]-3-{[(e)-(2-oxodihydrofuran-3(2h)-ylidene)methyl]amino}benzenesulfonamide	drug
6-chloro-n-pyrimidin-5-yl-3-{[3-(trifluoromethyl)phenyl]amino}-1,2-benzisoxazole-7-carboxamide	drug
methyl 4-{[({[(2r,5s)-5-{[(2s)-2-(aminomethyl)pyrrolidin-1-yl]carbonyl}pyrrolidin-2-yl]methyl}amino)carbonyl]amino}benzoate	drug
1-[n-4'-nitrobenzyl-n-4'-carboxybutylamino]methylphosphonic acid	drug
a-620223	drug
n-(cyclopropylmethyl)-4-(methyloxy)-3-({5-[3-(3-pyridinyl)phenyl]-1,3-oxazol-2-yl}amino)benzenesulfonamide	drug
n-[5-(ethylsulfonyl)-2-methoxyphenyl]-5-[3-(2-pyridinyl)phenyl]-1,3-oxazol-2-amine	drug
3-[4-amino-1-(1-methylethyl)-1h-pyrazolo[3,4-d]pyrimidin-3-yl]phenol	drug
4-[3-(1h-benzimidazol-2-yl)-1h-indazol-6-yl]-2-methoxyphenol	drug
(3s)-3-hydroxy-1-methyl-2,3-dihydro-1h-indole-5,6-dione	drug
reversine	drug
octyl 3-amino-3-deoxy-2-o-(2,6-dideoxy-alpha-l-lyxo-hexopyranosyl)-beta-d-galactopyranoside	drug
1-(adamantan-1-yl)-2-(1h-imidazol-1-yl)ethanone	drug
3,6,9,12,15-pentaoxaheptadecan-1-ol	drug
4-(2-aminoethyl)-2-cyclohexylphenol	drug
4-(2-aminoethyl)-2-ethylphenol	drug
4-(2-aminoethyl)benzenesulfonyl fluoride	drug
brefeldin a	drug
(2e)-n-hydroxy-3-[1-methyl-4-(phenylacetyl)-1h-pyrrol-2-yl]prop-2-enamide	drug
o-(((1r)-((n-(phenyl-methoxy-carbonyl)-alanyl)-amino)methyl)hydroxyphosphinyl)3-l-phenyllactate	drug
4-(2,5-diamino-5-hydroxy-pentyl)-phenol	drug
2,3-dimethoxy-12h-[1,3]dioxolo[5,6]indeno[1,2-c]isoquinolin-6-ium	drug
(1s)-2-[(2s,5r)-2-(aminomethyl)-5-ethynylpyrrolidin-1-yl]-1-cyclopentyl-2-oxoethanamine	drug
4-amino-2-hexyloxy-6-hydroxymethyl-tetrahydro-pyran-3,5-diol	drug
2-amino-n-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4h-1,2,4-triazol-3-yl)sulfanyl]benzamide	drug
3-[(4-fluorophenyl)sulfanyl]-n-(4-methyl-1,3-thiazol-2-yl)-6-[(4-methyl-4h-1,2,4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide	drug
1-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}-3-[3-(trifluoromethyl)phenyl]urea	drug
1-(5-{2-[(1-methyl-1h-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea	drug
thiophene-2,5-disulfonic acid 2-amide-5-(4-methyl-benzylamide)	drug
6-phenyl[5h]pyrrolo[2,3-b]pyrazine	drug
2-[n'-(4-amino-butyl)-hydrazinocarbonyl]-pyrrolidine-1-carboxylic acid benzyl ester	drug
4-(methylsulfonyl)benzenecarboximidamide	drug
n-(3-chlorophenyl)-n-methyl-2-oxo-3-[(3,4,5-trimethyl-1h-pyrrol-2-yl)methyl]-2h-indole-5-sulfonamide	drug
3-(10-methyl-9-anthryl)propanoic acid	drug
anisomycin	drug
etiocholanedione	drug
5-(dimethylamino)-1-naphthalenesulfonic acid(dansyl acid)	drug
n'-((2s,3r)-3-amino-2-hydroxy-5-(isopropylsulfanyl)pentanoyl)-n-3-chlorobenzoyl hydrazide	drug
4-amino-2-octyloxy-6-hydroxymethyl-tetrahydro-pyran-3,5-diol	drug
(2s)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9h-purin-2-yl}amino)-3-methyl-1-butanol	drug
1,1,1-trifluoro-3-acetamido-4-phenyl butan-2-one(n-acetyl-l-phenylalanyl trifluoromethyl ketone)	drug
n~2~-1h-benzimidazol-5-yl-n~4~-(3-cyclopropyl-1h-pyrazol-5-yl)pyrimidine-2,4-diamine	drug
n-(1-benzyl-3,3,3-trifluoro-2,2-dihydroxy-propyl)-acetamide	drug
1-acetyl-2-carboxypiperidine	drug
3-(hydroxymethyl)-1-methyl-5-(2-methylaziridin-1-yl)-2-phenyl-1h-indole-4,7-dione	drug
3-(butylsulphonyl)-propanoic acid	drug
ethyl 4-[(4-methylpyridin-2-yl)amino]piperidine-1-carboxylate	drug
n-[2-(6-amino-4-methylpyridin-2-yl)ethyl]-4-cyanobenzamide	drug
2-[3-(5-mercapto-[1,3,4]thiadiazol-2-yl)-ureido]-n-methyl-3-phenyl-propionamide	drug
2-(2-phenyl-3-pyridin-2-yl-4,5,6,7-tetrahydro-2h-isophosphindol-1-yl)pyridine	drug
aurovertin b	drug
(5s)-5-(2-amino-2-oxoethyl)-4-oxo-n-[(3-oxo-3,4-dihydro-2h-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide	drug
1-ethoxycarbonyl-d-phe-pro-2(4-aminobutyl)hydrazine	drug
azoxystrobin	drug
4-[(3-chloro-4-{[(2r)-3,3,3-trifluoro-2-hydroxy-2-methylpropanoyl]amino}phenyl)sulfonyl]-n,n-dimethylbenzamide	drug
1-(6-cyano-3-pyridylcarbonyl)-5',8'-difluorospiro[piperidine-4,2'(1'h)-quinazoline]-4'-amine	drug
(4r)-n-[4-({[2-(dimethylamino)ethyl]amino}carbonyl)-1,3-thiazol-2-yl]-4-methyl-1-oxo-2,3,4,9-tetrahydro-1h-beta-carboline-6-carboxamide	drug
[2-(3-dibenzofuran-4-yl-phenyl)-1-hydroxy-1-phosphono-ethyl]-phosphonic acid	drug
1-biphenyl-2-ylmethanamine	drug
4-[(1s)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1h-imidazol-2-amine	drug
(2s)-2-(butyryloxy)-3-hydroxypropyl nonanoate	drug
s-23	drug
4-{[(1r,2s)-1,2-dihydroxy-2-methyl-3-(4-nitrophenoxy)propyl]amino}-2-(trifluoromethyl)benzonitrile	drug
(2s)-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide	drug
andarine	drug
sobetirome	drug
2-[(2-methoxy-5-methylphenoxy)methyl]pyridine	drug
4-[(5-methoxy-2-methylphenoxy)methyl]pyridine	drug
(10r)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8h-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one	drug
(3r)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5h-[1]benzothieno[3,2-e][1,4]diazepin-5-one	drug
(tert-butyloxycarbonyl)-alanyl-amino ethyl-formamide	drug
1,2,3-trihydroxy-1,2,3,4-tetrahydrobenzo[a]pyrene	drug
5-benzylacyclouridine	drug
4-tert-butylbenzenesulfonic acid	drug
3-{[(9-cyano-9,10-dihydro-10-methylacridin-9-yl)carbonyl]amino}propanoic acid	drug
(2z)-n-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide	drug
6-(3-aminopropyl)-4,9-dimethylpyrrolo[3,4-c]carbazole-1,3(2h,6h)-dione	drug
n-(biphenyl-4-ylsulfonyl)-d-leucine	drug
5beta-dihydrotestosterone	drug
(2s)-3-[(r)-[(1s)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid	drug
n-[(1s)-1-(aminocarbonyl)-4-(ethanimidoylamino)butyl]benzamide	drug
(r)-minalrestat	drug
alpha-naphthoflavone	drug
(r)-3-bromo-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]propanamide	drug
n,n'-[biphenyl-4,4'-diyldi(2r)propane-2,1-diyl]dimethanesulfonamide	drug
3-(1h-indol-3-yl)-4-(1-{2-[(2s)-1-methylpyrrolidinyl]ethyl}-1h-indol-3-yl)-1h-pyrrole-2,5-dione	drug
3-[1-(3-aminopropyl)-1h-indol-3-yl]-4-(1h-indol-3-yl)-1h-pyrrole-2,5-dione	drug
3-(1h-indol-3-yl)-4-{1-[2-(1-methylpyrrolidin-2-yl)ethyl]-1h-indol-3-yl}-1h-pyrrole-2,5-dione	drug
4-phenoxy-n-(pyridin-2-ylmethyl)benzamide	drug
2-({5-chloro-2-[(2-methoxy-4-morpholin-4-ylphenyl)amino]pyrimidin-4-yl}amino)-n-methylbenzamide	drug
3-amino-3-benzyl-9-carboxamide[4.3.0]bicyclo-1,6-diazanonan-2-one	drug
(3,4-dihydroxy-2-nitrophenyl)(phenyl)methanone	drug
(1s,3s,5s)-2-{(2s)-2-amino-2-[(1r,3s,5r,7s)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile	drug
(s)-indapamide	drug
(3as)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one	drug
(3as)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one	drug
(3as)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one	drug
5-[5,6-bis(methyloxy)-1h-benzimidazol-1-yl]-3-{[1-(2-chlorophenyl)ethyl]oxy}-2-thiophenecarboxamide	drug
3-[5-(1h-imidazol-1-yl)-7-methyl-1h-benzimidazol-2-yl]-4-[(pyridin-2-ylmethyl)amino]pyridin-2(1h)-one	drug
n-[4-(aminosulfonyl)phenyl]-2-mercaptobenzamide	drug
felbinac	drug
(1s)-1,2,3,4-tetrahydro-benzo[c]phenanthrene-2,3,4-triol	drug
4-phosphonooxy-phenyl-methyl-[4-phosphonooxy]benzen	drug
(2r)-n-[(2r)-2-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-n-[(5r)-5-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-l-prolinamide	drug
(2r)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid	drug
bisphenol z	drug
3-({4-[(1e)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline	drug
{4-amino-2-[(4-methoxyphenyl)amino]-1,3-thiazol-5-yl}(4-methoxyphenyl)methanone	drug
4-amino-2-[(3-chlorophenyl)amino]-5-(4-fluorobenzoyl)-1,3-thiazol-3-ium	drug
5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid	drug
5-bromoindirubin	drug
(3-exo)-3-(10,11-dihydro-5h-dibenzo[a,d][7]annulen-5-yloxy)-8,8-dimethyl-8-azoniabicyclo[3.2.1]octane	drug
5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-(4-methoxyphenyl)-1h-pyrazole-3-carboxamide	drug
5-(hexahydro-2-oxo-1h-thieno[3,4-d]imidazol-6-yl)pentanal	drug
4-[3-(3-nitrophenyl)-1,2,4-oxadiazol-5-yl]butanoic acid	drug
(2e)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one	drug
(2s)-1-{4-[(4-anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol	drug
4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol	drug
(5e)-5-[(2,2-difluoro-1,3-benzodioxol-5-yl)methylene]-1,3-thiazolidine-2,4-dione	drug
(2r)-1-{4-[(4-anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol	drug
l-benzylsuccinic acid	drug
4-(5-benzenesulfonylamino-1-methyl-1h-benzoimidazol-2-ylmethyl)-benzamidine	drug
difluoro(5-{2-[(5-octyl-1h-pyrrol-2-yl-kappan)methylidene]-2h-pyrrol-5-yl-kappan}pentanoato)boron	drug
7-[(3-chlorobenzyl)oxy]-2-oxo-2h-chromene-4-carbaldehyde	drug
7-[(3-chlorobenzyl)oxy]-4-[(methylamino)methyl]-2h-chromen-2-one	drug
3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1h)-one	drug
1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol	drug
(6r)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3h)-one	drug
n-[1-(aminomethyl)cyclopropyl]-3-(morpholin-4-ylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-fluorophenyl)ethyl]-l-alaninamide	drug
(3z,6s)-6-chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2r)-2-piperidinyl]ethyl}imino)-2-piperazinol	drug
n-[(2r,3s)-3-amino-2-hydroxy-4-phenylbutyl]naphthalene-2-sulfonamide	drug
n-phenyl-1h-pyrrolo[2,3-b]pyridin-3-amine	drug
3-(3-methoxybenzyl)-1h-pyrrolo[2,3-b]pyridine	drug
n-[(2r,3s)-3-amino-2-hydroxy-4-phenylbutyl]-4-methoxy-2,3,6-trimethylbenzenesulfonamide	drug
3-(2-aminoquinazolin-6-yl)-4-methyl-1-[3-(trifluoromethyl)phenyl]pyridin-2(1h)-one	drug
(5e)-2-amino-5-(2-pyridinylmethylene)-1,3-thiazol-4(5h)-one	drug
(1r,3r)-5-[(2e)-3-{(1s,3r)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl}prop-2-en-1-ylidene]cyclohexane-1,3-diol	drug
4-{5-[(z)-(2,4-dioxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzenesulfonamide	drug
4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]-2-furyl}-n-methylbenzenesulfonamide	drug
4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzenesulfonamide	drug
2-amino-6-[2-(1h-indol-6-yl)ethyl]pyrimidin-4(3h)-one	drug
n'-(6-aminopyridin-3-yl)-n-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide	drug
4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}-2-(trifluoromethyl)benzenesulfonamide	drug
4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzoic acid	drug
4-{5-[(1z)-1-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)ethyl]-2-furyl}benzenesulfonamide	drug
5-amino-6-cyclohexyl-4-hydroxy-2-isobutyl-hexanoic acid	drug
(s)-carazolol	drug
n'-(5-chlorobenzofuran-2-carbonyl)-2-(trifluoromethyl)benzenesulfonohydrazide	drug
n-{3-[(4-{[3-(trifluoromethyl)phenyl]amino}pyrimidin-2-yl)amino]phenyl}cyclopropanecarboxamide	drug
[1-(6-{6-[(1-methylethyl)amino]-1h-indazol-1-yl}pyrazin-2-yl)-1h-pyrrol-3-yl]acetic acid	drug
2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-6-pyridinyl)methyl]acetamide	drug
2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-3-methyl-6-pyridinyl)methyl]acetamide	drug
2-(6-chloro-3-{[2,2-difluoro-2-(1-oxido-2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluorophenyl)methyl]acetamide	drug
hydroxy(oxo)(2-{(1s)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium	drug
cgs-27023	drug
3,20-pregnanedione	drug
acetylleucyl-leucyl-norleucinal	drug
(2z)-2-cyano-n-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide	drug
(2z)-2-cyano-n-(3'-ethoxybiphenyl-4-yl)-3-hydroxybut-2-enamide	drug
n-[4-(2,4-dimethyl-thiazol-5-yl)-pyrimidin-2-yl]-n',n'-dimethyl-benzene-1,4-diamine	drug
1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7h-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine	drug
(2r,3r,4s)-3-(4-hydroxyphenyl)-4-methyl-2-[4-(2-pyrrolidin-1-ylethoxy)phenyl]chroman-6-ol	drug
(2s)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol	drug
2-mercapto-n-[1,2,3,10-tetramethoxy-9-oxo-5,6,7,9-tetrahydro-benzo[a]heptalen-7-yl]acetamide	drug
2,4-diamino-5-phenyl-6-ethylpyrimidine	drug
bis-1,2-{[(z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane	drug
bis-1,2-{[(z)-2carboxy-2-methyl-1,3-dioxane]-5-yloxycarbonyl}-piperazine	drug
(4r,2s)-5'-(4-(4-chlorobenzyloxy)pyrrolidin-2-ylmethanesulfonyl)isoquinoline	drug
n-[2-(5-methyl-4h-1,2,4-triazol-3-yl)phenyl]-7h-pyrrolo[2,3-d]pyrimidin-4-amine	drug
5-(5-chloro-7h-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1h-imidazo[4,5-c]pyridine	drug
5-(4-methyl-benzoylamino)-biphenyl-3,4'-dicarboxylic acid 3-dimethylamide-4'-hydroxyamide	drug
n-(1-cyanocyclopropyl)-3-({[(2s)-5-oxopyrrolidin-2-yl]methyl}sulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-fluorophenyl)ethyl]-l-alaninamide	drug
n-[1-(aminomethyl)cyclopropyl]-3-(benzylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-hydroxyphenyl)ethyl]-l-alaninamide	drug
(2r)-3-methyl-1-phenyl-2-butanyl [(2s)-1-oxo-2-hexanyl]carbamate	drug
1-(phenylmethyl)cyclopentyl[(1s)-1-formylpentyl]carbamate	drug
cct-018159	drug
(5z)-5-(3-bromocyclohexa-2,5-dien-1-ylidene)-n-(pyridin-4-ylmethyl)-1,5-dihydropyrazolo[1,5-a]pyrimidin-7-amine	drug
(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate	drug
cis-(1r,2s)-2-amino-1,2,3,4-tetrahydronaphthalen-1-ol	drug
2,3,6a,7,8,9-hexahydro-11h-[1,4]dioxino[2,3-g]pyrrolo[2,1-b][1,3]benzoxazin-11-one	drug
4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol	drug
s-{3-[(4-anilinoquinazolin-6-yl)amino]-3-oxopropyl}-l-cysteine	drug
(6ar,11as,11br)-10-acetyl-9-hydroxy-7,7-dimethyl-2,6,6a,7,11a,11b-hexahydro-11h-pyrrolo[1',2':2,3]isoindolo[4,5,6-cd]indol-11-one	drug
2-({4-[(5-chloro-1h-indol-2-yl)sulfonyl]piperazin-1-yl}carbonyl)thieno[3,2-b]pyridine 4-oxide	drug
6-(3,4-dihydroxybenzyl)-3-ethyl-1-(2,4,6-trichlorophenyl)-1h-pyrazolo[3,4-d]pyrimidin-4(5h)-one	drug
4-[5-(3-iodo-phenyl)-2-(4-methanesulfinyl-phenyl)-1h-imidazol-4-yl]-pyridine	drug
n-(5-{[(2s)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1h-indazol-3-yl)benzamide	drug
n,n-dimethyl(5-(pyridin-3-yl)furan-2-yl)methanamine	drug
6-(3-aminophenyl)-n-(tert-butyl)-2-(trifluoromethyl)quinazolin-4-amine	drug
3-phenyl-5-(1h-pyrazol-3-yl)isoxazole	drug
phenyl-5-(1h-pyrazol-3-yl)-1,3-thiazole	drug
tranilast	drug
4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid	drug
n-methyl(5-(pyridin-3-yl)furan-2-yl)methanamine	drug
2-(4-(aminomethyl)piperidin-1-yl)-n-(3_cyclohexyl-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)acetamide	drug
n-cyclopropyl-n-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide	drug
(5-(pyridin-3-yl)furan-2-yl)methanamine	drug
1-(3-(2,4-dimethylthiazol-5-yl)-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)-3-(4-methylpiperazin-1-yl)urea	drug
4,4'-dipyridyl disulfide	drug
1-{[(3r)-3-methyl-4-({4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide	drug
4-(2-aminoethoxy)-n-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide	drug
4-(2-aminoethoxy)-n-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide	drug
(2s)-4-methyl-2-(3-phenylthioureido)-n-((3s)-tetrahydro-2-hydroxy-3-furanyl)pentanamide	drug
6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5h-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one	drug
n-((1r,2s)-2-(5-chloro-1h-indole-2-carboxamido)cyclohexyl)-5-methyl-4,5,6,7-tetrahydrothiazolo[5,4-c]pyridine-2-carboxamide	drug
n-((1r,2r)-2-(5-chloro-1h-indole-2-carboxamido)cyclohexyl)-5-methyl-4,5,6,7-tetrahydrothiazolo[5,4-c]pyridine-2-carboxamide	drug
5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide	drug
octyl 3-deoxy-2-o-(6-deoxy-alpha-l-galactopyranosyl)-beta-d-xylo-hexopyranoside	drug
5-heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione	drug
dibromotyrosine	drug
(3as,4r,9br)-2,2-difluoro-4-(4-hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol	drug
3-(7-diaminomethyl-naphthalen-2-yl)-propionic acid ethyl ester	drug
decyl(dimethyl)phosphine oxide	drug
5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine	drug
5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine	drug
5-[(1s)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine	drug
sebacic acid	drug
undecylamine-n,n-dimethyl-n-oxide	drug
(2r)-1-[(5,6-diphenyl-7h-pyrrolo[2,3-d]pyrimidin-4-yl)amino]propan-2-ol	drug
(2r)-3-{[(4z)-5,6-diphenyl-6,7-dihydro-4h-pyrrolo[2,3-d]pyrimidin-4-ylidene]amino}propane-1,2-diol	drug
n-acetyl-l-phenylalanyl-4-[difluoro(phosphono)methyl]-l-phenylalaninamide	drug
1-[2-deoxyribofuranosyl]-2,4-difluoro-5-methyl-benzene-5'monophosphate	drug
n-(5,6-diphenylfuro[2,3-d]pyrimidin-4-yl)glycine	drug
(5,6-diphenyl-furo[2,3-d]pyrimidin-4-ylamino)-acetic	drug
3-amino-3-benzyl-[4.3.0]bicyclo-1,6-diazanonan-2-one	drug
phosphonic acid 2-dodecanoylamino-hexyl ester propyl ester	drug
ac-(d)phe-pro-borolys-oh	drug
ac-(d)phe-pro-borohomolys-oh	drug
ac-(d)phe-pro-borohomoornithine-oh	drug
pd-168393	drug
k-00546	drug
n-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide	drug
